x;y
0.695639408;0.604156292
-0.433462084;0.533044352
-0.166845183;-0.913756368
0.57907182;-0.225606499
0.919840904;-0.22669701
-0.231697635;-0.599248388
0.684053072;-0.502517311
-0.325659006;-0.905660122
0.2985182;-0.239110921
-0.995993041;-0.550891162
-0.270994015;0.055487075
-0.282294949;-0.412760436
-0.466544326;-0.197714677
-0.698011118;-0.813411983
0.770719962;-0.625300502
-0.41367531;-0.624261678
-0.494204343;-0.903363526
-0.687422822;-0.960798144
-0.856822037;-0.040357521
0.722946369;-0.496832973
-0.954239646;0.699366503
-0.004484701;0.896757786
0.054105703;0.591948313
-0.100661317;-0.369088095
-0.126785536;0.342308839
0.402962117;0.569881503
0.97524181;-0.869436971
-0.995927297;0.860687833
-0.993975867;0.3543689
-0.783102082;0.395032371
-0.120701849;0.148034928
0.743411909;0.599550327
-0.685475372;-0.220154325
-0.669513136;-0.204451979
-0.259511336;-0.158844745
-0.329768807;0.449134272
-0.697392876;0.076326556
0.606532431;-0.310695177
0.719338797;-0.923368392
0.762989852;-0.446834301
0.114553404;-0.502057473
0.718836952;0.141490716
0.528727707;-0.99619163
-0.064111491;-0.672875617
-0.437316626;-0.516566543
-0.160705436;-0.815180437
-0.823400419;0.126349952
0.134554853;-0.460760302
0.516801139;-0.423452646
-0.922046506;0.783582941
0.198945096;0.543049726
-0.963956698;-0.773204583
0.844321335;0.174877011
0.383874138;0.921229827
-0.398382131;0.575744857
-0.029534934;-0.176350678
0.058251689;0.56316888
0.032092217;-0.382672087
-0.485682296;-0.697845287
-0.798295119;-0.645382815
0.44211144;-0.947787113
-0.845176216;0.557459563
-0.099970395;-0.517984881
0.164426906;-0.702406301
0.901759973;0.375419476
0.948241578;-0.087172554
-0.514928286;0.646286795
-0.17154482;0.952435975
-0.118770945;-0.956510983
-0.630506661;-0.162001128
0.563000693;-0.833991735
0.893430534;-0.065241316
-0.746816694;-0.530729366
0.189419547;0.012820864
-0.681497712;-0.857926465
0.951127694;-0.967080289
-0.425271275;0.819037929
0.491682299;-0.480815236
-0.866291056;-0.11132469
0.178640699;-0.185955532
-0.15017167;-0.245336101
-0.438708668;-0.089396568
-0.892451609;-0.965757442
0.873505731;-0.109226021
-0.281659736;0.59075932
0.306475419;0.134988449
0.773926036;-0.136252396
-0.086734903;0.288481057
0.930597575;-0.600227564
-0.998571028;-0.740938692
-0.542405812;-0.691949925
-0.957636221;0.281171641
-0.658040926;0.381281339
0.553349428;0.324235687
-0.569026889;-0.199630853
-0.572595288;-0.268248951
-0.459262832;0.593615682
-0.717996032;0.921670679
0.378559202;0.675973983
-0.677794553;0.270365164
-0.184530156;0.559095124
-0.303778507;-0.589596696
-0.904915293;-0.449893032
-0.736970806;-0.54834341
0.246522023;0.151620892
0.004338721;-0.703329467
0.379101145;0.740892444
-0.418498328;0.972049707
-0.147816988;0.999784353
0.639868292;-0.968632907
-0.984434342;-0.528608255
-0.528607599;0.62248512
0.106542003;0.699215085
0.680404729;0.216830184
0.697883748;-0.899052966
-0.328853792;-0.268007463
-0.991234007;-0.933172578
-0.970608976;0.566830685
-0.951064251;-0.746680728
-0.360645321;0.248674634
-0.586780697;-0.550756486
0.679331516;0.179252108
-0.165915477;-0.902365064
0.4677625;0.901269381
-0.029245468;-0.439479807
-0.286259453;-0.437305087
-0.693208865;-0.580748892
-0.634649543;0.505281881
-0.998142683;0.481691344
0.102870209;-0.242831548
-0.381182258;-0.586256296
0.312350774;-0.436749134
-0.184826061;0.627988428
-0.429796484;-0.354834282
0.410879898;0.978560753
-0.401279157;-0.306355673
0.594119889;-0.738382211
-0.048872149;0.081225553
-0.084736086;0.99115522
-0.802810308;0.578632563
-0.887724311;-0.957174513
0.06308069;0.837184415
-0.121342332;-0.26069483
-0.82508847;-0.053592087
0.679336203;0.265448599
0.524049;0.658669425
0.78215232;-0.108056898
0.375237521;0.496233225
-0.077456537;0.706037838
0.546587657;0.324685462
-0.419350222;-0.790131866
-0.306153647;0.091836315
-0.889648484;-0.527502245
-0.620253611;0.906920164
-0.97373146;0.418047551
0.696774812;-0.390383092
-0.861500591;-0.534530614
-0.873596443;-0.148420668
0.56062481;-0.291330732
0.500819981;-0.489894323
-0.348406056;0.889345488
0.516331577;0.636301644
0.066712744;-0.423038642
0.382113943;0.971315072
-0.14696218;-0.752005031
0.818972025;0.033706231
-0.324588225;-0.096500116
-0.68580373;-0.724311496
-0.588247332;-0.45376675
-0.765999236;0.28252612
0.962026688;-0.52526915
0.129334974;0.726693829
-0.251620516;-0.965707975
0.114506502;-0.997898953
0.637311503;0.86000024
0.893024195;0.56781582
0.128995304;0.300068181
-0.03148062;-0.298798044
-0.747475713;-0.149581575
0.559054557;0.737452051
0.291879428;0.723606647
-0.244700275;0.906420629
0.282166534;0.217519926
0.222122086;-0.114983202
-0.282270008;-0.310567603
-0.87146023;-0.140321589
-0.714119674;0.990641981
-0.717818902;0.009367515
-0.542882419;-0.55638081
0.309558917;0.384550377
-0.104804302;-0.053740292
-0.766738057;-0.296200359
-0.696693416;-0.558448434
-0.478862302;0.956135134
0.708408776;0.911038198
0.412129424;0.393075966
0.994668171;0.706978214
-0.158507813;0.55423629
0.051673556;0.075705695
-0.472942691;-0.172026798
0.810619084;0.97703616
0.910856163;0.993506225
0.331405701;0.34073645
0.23134368;-0.513252556
0.227129671;-0.52281895
-0.379836688;-0.399406653
-0.566518041;0.9812071
0.327044172;0.571931854
-0.8173716;0.908670425
0.429584189;-0.186838519
-0.142786803;-0.892043591
0.88610811;-0.618787717
0.249293408;0.337231756
0.388039405;-0.730435782
-0.752270778;-0.563151107
0.942657895;0.240515581
0.311700872;0.841471823
-0.373822601;0.973649306
-0.336584949;-0.756324023
0.391468946;0.843024006
-0.673365927;0.411651033
-0.852589309;0.504849162
0.533035268;-0.434611572
0.123835623;0.549842531
-0.969047699;-0.881125153
0.945236008;0.550929624
0.975656738;0.946749558
0.655401467;-0.105337047
-0.098216972;-0.422485782
0.091922414;-0.264056546
0.379971191;0.516876705
-0.173563072;0.556721706
0.374020415;-0.870002726
-0.894378316;-0.799541099
-0.962378084;-0.499812184
0.891694292;-0.750666177
0.118560425;-0.402581871
0.424151012;0.221764738
0.320551686;-0.518304789
0.761374977;0.692097541
-0.526991033;-0.73769132
-0.882356505;0.016355729
0.509366068;-0.455391995
-0.116024809;0.139338745
0.953637075;-0.668705406
0.180742451;-0.655192802
-0.848096497;-0.823791802
0.18736883;0.597993621
0.809140567;0.097288226
0.492772276;-0.870740586
0.814782255;-0.251086219
0.030121688;0.203837816
0.063195881;0.583922225
-0.563812894;-0.0892723
0.865710164;-0.998996218
0.033780136;0.297170733
0.653185542;-0.51184017
-0.67599297;-0.821822367
0.687769531;0.795927245
0.503548026;-0.162737425
-0.173685263;-0.354073099
-0.201081666;0.415896965
0.274312546;0.296766848
-0.739967863;-0.909431513
0.337072138;0.937508223
0.593867989;-0.742997884
0.838590616;0.527626819
0.595064966;-0.291708687
-0.578419366;0.300688037
0.76230339;-0.597301007
-0.11994067;0.662217757
0.012404604;-0.426144185
-0.745551796;-0.568769882
-0.460645314;0.668047002
-0.681281045;0.475623072
0.689763151;-0.886260982
-0.967471444;-0.97339966
0.737036054;-0.165198492
0.96843166;0.454667481
0.546677993;0.440507272
-0.218866322;0.951907227
-0.220439353;-0.85769669
-0.398856051;0.953900687
0.613806243;-0.831459769
0.186099818;0.94160645
-0.970664882;0.154080037
0.364199277;-0.537568738
0.380233387;-0.258138225
-0.95736513;0.563806634
-0.178027682;0.968012134
0.440514449;0.01845472
0.212717463;0.49233898
0.373542978;0.045875491
-0.26354069;0.362050069
0.013444474;-0.070839681
0.926828819;0.50129468
-0.748775131;0.855230398
0.991107498;0.696343201
0.203985845;0.743564134
0.884084049;-0.297729076
0.394122346;0.757797997
0.143486312;-0.849249103
-0.554583445;-0.646241092
0.556487812;0.208632611
0.371728603;-0.251493258
-0.890796185;0.592635122
0.086617646;0.530315265
0.192191723;-0.389928764
0.180496246;-0.715839993
0.272861933;0.409063549
-0.2510889;-0.536658271
-0.490085981;-0.999012653
0.412855388;0.004278882
-0.021799207;0.110387738
-0.912782368;0.676176546
0.055308877;0.880865543
0.862451565;0.206897369
-0.332247671;0.813140092
0.992476898;-0.8529853
-0.295191499;-0.941390372
0.490352239;0.352293603
-0.271371853;0.058792555
-0.724377926;-0.850501718
0.159463247;-0.917837652
0.017147296;-0.484004349
-0.833656333;0.492514513
-0.010258033;-0.711769846
0.500324493;-0.070160363
0.743719539;0.565088442
0.363303558;-0.658134165
-0.041467546;-0.848311963
-0.457914877;-0.566653451
-0.936733212;-0.867932656
-0.986081641;-0.618263754
-0.680975555;0.225901851
0.667897902;-0.452227229
-0.925248791;-0.078051342
0.723390635;0.490380656
0.35609075;0.803009613
0.487767448;0.753059089
0.618356275;-0.787799006
-0.266912284;0.515470378
0.111154232;-0.368544191
0.058923471;0.755257557
0.827385569;-0.380251803
0.027921646;-0.066614661
0.586500195;0.258928833
-0.832086188;0.27697135
-0.735140401;0.975323876
0.032228574;0.223453819
0.447089373;-0.412110437
-0.244239848;0.037470655
-0.956559724;0.916517477
0.03150455;-0.303881781
-0.513392278;0.941848995
0.672043062;-0.02345461
0.959445203;0.084690562
0.582311011;-0.622099509
0.459206151;0.266806318
0.824504758;0.649371066
0.181192375;0.416109557
-0.526240439;-0.854215524
-0.053727831;0.004538478
-0.768089496;0.601030031
0.34733916;0.133880454
0.217165904;-0.390274659
-0.534266166;0.431342384
-0.47161312;0.226350045
-0.406543034;-0.35286826
0.588077668;-0.407558074
-0.968042007;-0.128000942
0.933432372;0.152653917
-0.332861148;-0.854571189
0.742343636;0.009440115
-0.999101348;-0.930847007
0.138083114;0.546649605
-0.383724879;-0.348832802
0.293281325;0.620771255
0.389670895;0.5929705
0.68216356;0.836832961
-0.110450242;0.853990837
0.730389787;0.01796441
-0.360560282;-0.573136452
-0.552028915;-0.520141093
-0.940055559;-0.770661911
-0.615472095;0.137128655
0.165724933;-0.676611586
-0.085763588;-0.740131944
0.069439207;-0.736339312
-0.944685441;0.723932652
-0.454532974;0.565311642
-0.860243286;0.60337647
0.051530843;-0.647775202
-0.641517864;-0.197274817
-0.437624263;0.521306524
-0.548080211;0.640618295
-0.840579751;0.02281072
-0.404326363;0.129579064
0.435881675;0.456374901
0.758564485;0.133024715
0.256739726;0.109153823
0.896982159;-0.317450202
-0.816657965;0.115084618
0.823136662;0.442972965
0.568366053;0.20081787
-0.26775609;0.219195621
-0.138230409;0.805835147
-0.68084006;-0.809256512
-0.952383904;0.10730689
-0.644145846;-0.753463843
-0.463963073;0.358871945
0.835268551;0.766314564
0.67166313;0.830579064
0.005373314;-0.851233809
0.633736966;-0.021273527
-0.828751585;-0.686526567
0.683078008;-0.160983447
-0.630335768;0.998078091
-0.041605649;0.351326158
-0.06049021;0.19285151
-0.337506067;0.102733517
0.54456709;0.855951072
0.132194148;0.799835997
0.513090852;0.439666966
0.249193088;-0.316313802
0.892495826;-0.790337058
-0.702411366;-0.133128438
-0.792473112;0.753731462
0.902763831;-0.568702516
0.79214437;-0.882734328
0.047826709;0.208446142
-0.574466911;-0.536850204
0.114695438;0.743587319
0.932825058;-0.003836106
-0.080408378;0.807907666
-0.837481039;-0.389997973
0.353706005;0.273128429
0.906946921;-0.504340472
-0.780081457;0.421073406
-0.33778799;-0.228418586
-0.487745695;-0.935736482
0.301200408;-0.127875487
-0.442007917;-0.719059141
0.385864653;-0.36168044
-0.77906976;-0.20148944
-0.63906441;0.518214326
0.857772645;-0.837079794
-0.145523648;0.096632659
-0.375923605;-0.647101014
0.378736379;0.389534216
-0.525409251;-0.19040591
-0.459855478;0.01642446
0.946706437;0.640013243
-0.76983734;0.938575853
0.145821778;-0.288580588
-0.417878228;-0.614716018
-0.968519555;-0.227951354
0.766212795;-0.842177302
0.579421353;-0.751521223
0.880427081;-0.02620137
0.592900731;0.813477212
0.67076649;-0.22956703
0.65385881;-0.999836122
-0.365293393;0.416505194
0.443071856;-0.755330698
0.556165982;0.630392491
-0.735948286;-0.298068822
-0.901783192;0.190737066
-0.24009797;0.363617247
0.783887796;-0.913345137
0.556231083;-0.588948457
0.572835187;0.784841729
0.133175222;-0.340297503
0.633919291;-0.777417508
0.53354487;-0.671100252
-0.552475794;-0.874047223
0.174112959;0.671677659
-0.977713076;0.619721858
0.631260014;0.978613469
0.347645492;0.412737172
-0.926243259;0.53623502
-0.422741002;-0.043177336
-0.198641819;0.375214215
-0.085038572;0.727118334
-0.727671243;-0.239806055
-0.063021091;0.393612166
0.261162899;-0.13976358
-0.529325923;0.713131116
-0.215617276;-0.26408642
-0.187242776;-0.943860677
-0.006733692;-0.17936879
-0.012143788;-0.576746061
0.000961474;-0.423906184
0.005258703;-0.021055892
0.482120208;0.368979117
0.325566135;-0.004506431
0.522729082;0.32734975
-0.853548778;0.447522391
0.670013262;0.527210543
0.905636672;0.462634387
-0.020491488;0.845630324
0.355107273;0.789619098
0.980258292;-0.005298694
-0.71328583;-0.550050441
-0.705620827;0.986379837
0.388465932;0.253802498
0.820310717;-0.698337588
-0.92030357;-0.868342764
0.289704193;-0.814922514
-0.911004128;-0.986545946
0.92239544;0.731996202
0.565785436;-0.576535024
0.53492487;-0.018132683
0.161727597;0.432931741
-0.132823744;0.812040239
0.482666415;-0.927866955
-0.404567933;-0.383713254
-0.469959719;-0.181155365
-0.421714874;0.123124823
0.069797068;0.067661255
-0.646350468;-0.367151564
-0.175325429;0.621685121
-0.108701578;-0.862234805
-0.667037529;-0.672063789
-0.472910486;-0.699287974
0.959249503;-0.711188928
-0.160097422;-0.244958969
0.879962016;-0.547281532
-0.706322606;-0.79225771
0.954255282;0.611584029
0.260142181;-0.631804914
0.387751619;-0.277453743
0.582537089;0.975014545
0.305232535;-0.397473289
-0.313382572;0.049211801
-0.031383654;-0.100240017
-0.751777236;0.237795444
-0.177699838;0.817639555
-0.955104839;-0.009968916
-0.780774839;0.95873276
0.44113052;0.107833832
0.500109054;-0.516943437
-0.045951347;0.3273463
0.578368233;-0.132177018
0.329184988;-0.878392257
-0.6820422;-0.841786566
-0.136341729;-0.214285084
-0.083662813;-0.770102445
-0.232339181;0.749579678
-0.70303347;0.026676892
-0.316805051;0.548124228
0.116581638;-0.934190036
0.407572591;-0.54355466
-0.981359116;0.007844856
-0.442159441;0.017109198
0.531136966;0.208324212
0.34057031;-0.300735025
-0.283344784;0.140193586
0.737274618;-0.734031623
0.722362812;-0.397974468
-0.059730206;-0.544139998
0.314689004;-0.3749232
0.39809238;-0.303822342
-0.964813693;-0.343701338
-0.38759141;0.760531456
0.039946203;0.790594899
-0.785234054;-0.564257755
-0.112548429;0.74173713
-0.234371865;-0.029095772
-0.979927515;0.745360703
0.204424822;0.784349239
-0.716040017;-0.962005453
-0.100359411;0.644022853
0.800137777;-0.590009064
-0.818034454;-0.97085678
-0.903771687;0.117200452
0.295933489;0.897506874
0.998127735;-0.184302309
0.071820877;-0.789885016
-0.665281921;-0.462237615
-0.517422129;0.143023258
-0.737123457;-0.578057173
-0.714985075;-0.918345588
0.6959873;0.374672391
0.109100259;-0.629581686
-0.092599634;0.800488995
-0.72532442;-0.227432117
0.233185834;0.517379486
0.505912087;0.123739545
-0.748298146;0.072415368
-0.948683429;0.071885971
0.70925866;0.999137319
-0.388175446;-0.247283235
-0.883581696;-0.113144182
-0.401624263;-0.235186992
0.252765949;0.153644755
0.385868585;0.561888135
-0.485951355;-0.691706914
-0.442955203;-0.258154375
0.626728799;0.287626671
0.662339279;-0.345584544
0.006839849;-0.35502531
0.123127746;-0.430567599
-0.354710061;-0.066372346
0.139460467;-0.334573429
-0.310284951;-0.421533283
-0.933027404;0.159823589
-0.390776165;-0.405113791
0.876859374;0.669243133
0.510607209;-0.231406013
0.467550091;-0.262814429
-0.278323637;-0.357985077
0.911312205;-0.442103456
0.543040821;-0.584079499
0.03904422;-0.780041415
0.638303464;-0.837587663
0.29824039;0.007020403
0.04965589;-0.968071376
0.815653607;-0.456958437
-0.413839708;-0.996534239
-0.752907559;-0.333248279
-0.759769388;-0.691583776
0.183368817;-0.392840189
-0.42772881;-0.112816589
-0.504313633;0.675945703
0.076304165;-0.609646851
0.817184208;0.283725621
-0.102866617;-0.06429841
0.564000125;0.173232631
-0.305148477;0.580106651
0.287536401;0.103090395
-0.544674101;0.341987836
-0.828174739;0.374855741
-0.306779673;0.087997563
-0.995557726;-0.97419794
0.497357951;0.530030783
-0.211314567;-0.171246909
-0.762007595;0.338510501
-0.189247557;0.685161557
-0.004506979;-0.93916649
0.568590611;-0.205816866
-0.952512226;-0.433746314
0.228718769;0.889425951
-0.310298847;0.397715614
0.281722302;-0.906785763
0.98286789;-0.365294871
-0.177784578;-0.07704357
0.648045647;-0.309719675
0.867962865;0.291071994
-0.040103842;0.273099286
-0.709327865;0.408523617
0.178141105;0.167870958
-0.402195684;0.128533496
-0.957205681;0.503401708
0.325577614;0.672396249
-0.565423736;-0.555199984
0.25658541;0.836586412
-0.697115427;0.88780159
-0.294145152;-0.279868672
0.567503956;-0.010040518
-0.102992242;0.333589836
-0.725788842;-0.156764024
0.885885258;0.927093473
0.082385166;0.274266025
0.074145173;0.906122987
-0.492088391;0.461400963
-0.234450989;-0.191694987
0.086073381;-0.384803032
-0.908667766;-0.955530614
-0.82995868;0.120215705
0.072150077;-0.793857905
0.082031233;-0.70213009
-0.23904284;-0.742600965
0.425830317;-0.28115191
-0.044436319;-0.270108123
0.551931849;-0.015112556
-0.031773107;0.899636521
-0.348365685;-0.158457964
0.664261038;-0.926376475
0.564708815;-0.233225364
0.126643757;0.31094295
0.876739979;-0.311537628
-0.217807718;0.982416351
-0.357033137;0.446635755
-0.143351461;-0.892342983
0.068408827;-0.222524654
-0.906334008;0.956521358
-0.026657528;0.327525062
0.805631454;0.737685878
0.717015026;0.531455327
0.062098698;-0.37849248
0.02445004;-0.211106584
0.171887836;0.953572477
0.972699445;-0.364237882
-0.061733089;-0.664140834
-0.994232111;0.425822404
0.357881576;-0.942431371
0.616028121;-0.931992732
-0.75323536;-0.083251293
-0.535750799;-0.349768447
0.498852286;0.173399722
-0.624716723;-0.143544487
0.230506102;-0.510268621
-0.427164457;0.290861518
0.676285365;-0.723892739
-0.865530786;0.49758387
0.598779806;-0.75303876
-0.958325432;0.509463954
0.770820604;0.619624379
-0.842821228;-0.130695229
0.746510987;-0.546239792
0.075088997;-0.41931427
-0.511077422;-0.220737025
-0.255547306;-0.14996079
0.875235001;-0.002006214
0.286719692;-0.865325619
0.359396824;-0.282194649
-0.004576903;0.739444642
0.704185753;0.661030792
-0.146945807;-0.775372065
-0.592725573;-0.501230212
-0.718836879;0.189457729
-0.844858246;0.459903527
0.913127406;0.119688166
-0.042847287;-0.965560761
0.559458441;-0.015798602
0.900379826;-0.09276997
-0.591200036;-0.765016386
-0.033753099;0.349323206
0.698617701;-0.023043038
-0.392950505;0.802183808
0.995298451;-0.638651643
0.90441353;-0.645578316
0.719957674;-0.01805299
-0.002367019;0.698293928
0.916942989;-0.122922796
0.849613252;0.74337395
0.870181857;0.865875312
0.886787246;0.74413251
-0.206497439;-0.921250881
-0.855243646;0.010039921
0.826757802;-0.52542178
0.880142065;0.724406402
0.088664453;-0.344047278
0.256976244;-0.930442218
-0.574066972;0.998526427
0.380228907;0.258495894
-0.369677114;-0.13772778
-0.17777943;-0.513595561
0.145099579;0.643222808
0.486083752;-0.112015805
-0.158618969;0.358723091
-0.949676993;-0.096233991
-0.862695359;0.948650015
0.391551317;0.862302051
0.861118291;-0.860248791
0.666757043;0.243590908
-0.773299801;0.528100375
-0.499422667;-0.392014032
0.576375242;0.954600268
-0.545749495;0.183629323
-0.750610086;0.571412077
-0.127806849;0.433161919
-0.671514838;0.041974191
0.827598116;0.665302564
-0.495804779;-0.216106957
-0.571695498;0.885907638
0.684951475;-0.750285198
-0.912683566;0.692447141
0.962096599;-0.757428786
-0.713278086;0.207978145
0.216744375;-0.345345111
0.496951381;0.584685462
-0.210469816;0.994271756
0.839495058;0.164360007
0.895404677;-0.50450151
-0.78597345;-0.613235155
0.863038978;-0.141374547
-0.042094684;-0.33733576
0.238815602;-0.600431053
0.927627839;-0.019791505
0.954081659;0.275445902
-0.774858262;-0.859690453
0.561078761;0.153905959
-0.124688697;-0.638762718
-0.554123906;0.169230131
0.61035171;-0.949700547
-0.611857594;0.304976094
0.766410806;0.136055917
0.598033526;-0.878119792
-0.716448624;0.547753176
0.852463723;-0.017803569
-0.069464613;-0.247113788
0.173376298;0.605134355
0.57962331;-0.87527234
-0.873135369;-0.600219567
0.43918008;-0.679304731
0.15529238;-0.70845002
-0.526303785;-0.645816961
0.138738699;0.802303701
0.397546556;-0.72530768
-0.333969674;-0.51852742
-0.68980765;-0.262395429
-0.41148644;-0.323892894
0.774479495;-0.86968916
0.95720549;-0.966925573
-0.537235517;-0.150275324
-0.213683042;-0.993453003
0.955913959;-0.012946776
-0.127253612;0.746680947
-0.044672592;-0.980066246
-0.253982129;-0.516738432
0.827055003;0.120553185
0.809672591;-0.697154925
0.006874069;-0.941779764
-0.345765589;-0.673951223
0.756565406;0.185559153
-0.40405633;-0.235608623
-0.61227273;0.219009257
0.353870651;0.478282569
-0.299709749;-0.932291103
-0.334327411;-0.275215404
0.086430995;-0.322331507
-0.139022027;-0.949712536
-0.464806993;0.795630091
-0.072707148;-0.747382153
-0.818014511;-0.8075161
0.888335289;0.254971912
0.687594564;0.564661622
0.619752935;0.681032241
0.45912685;0.152010401
0.12858518;-0.204766573
0.772766153;0.369293658
0.705056925;-0.764351237
-0.966657694;0.744068281
-0.16964991;0.599989769
0.659623798;0.975177593
-0.144570516;0.787321016
0.17287843;-0.416190598
-0.766760413;-0.869017311
-0.203030832;-0.657169817
0.05518035;-0.713612707
0.089556643;0.217732498
0.586994116;-0.494509542
0.920063471;-0.661890611
0.509412666;0.742329537
0.780836185;-0.674777482
0.33085642;0.700295755
0.923496874;-0.887260963
0.170257137;0.369264137
-0.012335812;-0.526066713
-0.576710438;0.498577448
0.718674426;-0.681711676
-0.975262089;0.218322782
-0.075411028;-0.576870868
-0.904847482;-0.122445977
-0.642106248;0.271017479
0.166427427;-0.973660086
-0.158591445;0.941896566
0.872513286;0.7340062
-0.04746624;-0.804600886
-0.430451788;0.051434414
0.162920451;-0.574514178
0.614482877;0.16880453
-0.615809839;-0.003389648
-0.325619719;0.747637461
-0.107154963;-0.546122787
-0.522213926;-0.589150889
0.314020363;0.865722358
0.998817559;0.853416057
-0.487942407;-0.358268328
-0.475454311;-0.705470507
0.508738652;0.276131864
0.333636388;0.772510906
0.491835444;0.687105398
-0.54920927;0.975791718
-0.421920306;0.862588255
0.845460874;0.311441086
0.494702362;0.805465702
0.343764976;0.785964165
0.103290577;-0.6380727
0.316606895;-0.336202304
0.715303732;-0.191809666
-0.00386707;0.84525183
0.231652415;-0.592365972
0.32580116;-0.703162949
-0.20166387;0.42732945
0.278966364;-0.605730094
0.983229267;-0.884480676
-0.708520159;-0.440572104
-0.610698952;-0.355691181
-0.416972313;-0.562076243
-0.282600874;0.456860894
0.161172115;-0.358512812
0.73034736;0.781503818
-0.560594114;0.962173643
0.953475023;0.229480855
-0.882210795;-0.971796995
-0.015816063;-0.256286575
-0.134456695;-0.576793542
0.726691552;-0.67181662
-0.33800508;-0.891600279
-0.849998633;0.92232723
0.611301653;0.109484875
0.363505068;0.810193416
0.474272962;-0.053937923
-0.719873543;0.709415447
-0.280610093;0.935710893
0.183122244;-0.762923773
-0.895351991;0.500782318
-0.137146813;-0.944026185
-0.849082543;-0.591385105
-0.144862691;-0.151364004
0.284479772;-0.282433797
0.434410937;-0.72030341
0.038899822;-0.153898548
0.406918204;0.488314744
0.555804838;0.606780809
0.400941554;-0.061595276
-0.127407819;-0.029388103
-0.583544319;0.023259719
0.780732981;-0.938941173
-0.717261613;0.571269265
-0.372747096;0.488254322
0.716486653;0.47202664
0.876423913;0.557255757
0.566160253;-0.106619345
-0.771507784;0.719891676
0.899232731;-0.82239605
-0.128250066;0.402963088
0.230692013;0.744776405
-0.648264926;0.755656724
0.311624122;-0.681915311
0.942205105;0.215991818
-0.730611142;-0.939894753
-0.208340894;0.690561204
0.126143552;-0.699961069
0.464089145;-0.768917638
-0.600442012;0.195506359
-0.421298374;0.049253911
-0.589737936;0.36861282
-0.899959733;0.226642452
0.829465449;-0.547899906
0.213443099;0.589529804
0.871070391;0.77050349
-0.678261646;0.123938848
0.839583485;-0.339788633
-0.40325121;-0.219413028
0.553056383;-0.820148452
0.195331413;0.43059917
-0.59201197;-0.748945345
-0.223264646;-0.25949037
-0.861969641;0.247118625
0.258059846;0.091371683
-0.109935149;-0.629454814
-0.421506259;-0.02704953
-0.606100217;0.817177965
-0.622845536;-0.232293357
0.12246525;-0.883321334
0.933903618;0.821705454
0.752904793;0.034182689
0.182547107;0.943059501
0.816674464;-0.5809322
-0.882847234;-0.458497087
0.330068239;-0.446980457
-0.187144711;0.22753135
-0.34412373;-0.573986371
-0.238926311;-0.318684349
-0.383603329;-0.770186445
0.553345376;0.658208797
0.228652559;-0.640077082
0.226157961;-0.905685172
-0.649098107;0.817154373
0.400248891;0.578867472
-0.837479627;0.492122051
0.842523443;-0.682071613
0.662237377;0.426585206
-0.765861756;-0.459164194
-0.959381985;0.762107429
0.467578799;0.700609684
0.92347547;0.379685058
0.525269699;0.666183668
0.595163101;0.549954963
0.760679954;-0.897978555
-0.259755508;-0.046634228
